arm,scope,environment,symbol,authority_id,entry_mode,ob_causal_state,side,created_at,entry_time,closed_at,entry_price,initial_stop,initial_target,target_r,final_reason,risk_budget,net_r,net_pnl,equity_before,equity_after
event_created_next_bar_open,global,btc_up,BTCUSDT,confluence:BTCUSDT:1h:pivot:high:2026-04-09T17:00:00+00:00:72541.1|m15-m5-delivery:BTCUSDT:15m:sweep_reclaim:short:BTCUSDT:1h:pivot:high:2026-04-09T17:00:00+00:00:72541.1:2026-04-09T21:00:00+00:00|BTCUSDT:5m:pivot:low:2026-04-09T20:50:00+00:00:72266.3|BTCUSDT:5m:ob:simple_2c:short:2026-04-09T21:20:00+00:00:2026-04-09T21:25:00+00:00,next_bar_open,event_created,short,2026-04-09T21:30:00+00:00,2026-04-09T21:30:00+00:00,2026-04-09T22:20:00+00:00,72152.1,72698.1,72075.1,0.14102564102564102,initial_stop,99.18340581380453,-0.9979050325144586,-98.97561980351935,9918.340581380453,9819.364961576934
event_created_next_bar_open,global,btc_range,BTCUSDT,confluence:BTCUSDT:1h:pivot:low:2026-06-08T20:00:00+00:00:63065.9|m15-m5-delivery:BTCUSDT:15m:break_retest:short:BTCUSDT:1h:pivot:low:2026-06-08T20:00:00+00:00:63065.9:2026-06-08T23:45:00+00:00:2026-06-09T00:00:00+00:00|BTCUSDT:5m:pivot:low:2026-06-08T23:45:00+00:00:62939|BTCUSDT:5m:ob:simple_2c:short:2026-06-09T00:15:00+00:00:2026-06-09T00:20:00+00:00,next_bar_open,event_created,short,2026-06-09T00:25:00+00:00,2026-06-09T00:25:00+00:00,2026-06-09T00:30:00+00:00,62856.1,63155.299999999996,62694.8,0.539104278074857,initial_target,98.19364961576935,0.3758638299362252,36.907441219998816,9819.364961576934,9856.272402796933
event_created_next_bar_open,global,btc_range,BTCUSDT,confluence:BTCUSDT:1h:pivot:high:2026-06-10T15:00:00+00:00:62846.8|m15-m5-delivery:BTCUSDT:15m:sweep_reclaim:short:BTCUSDT:1h:pivot:high:2026-06-10T15:00:00+00:00:62846.8:2026-06-11T03:45:00+00:00|BTCUSDT:5m:pivot:low:2026-06-11T04:10:00+00:00:62553.2|BTCUSDT:5m:ob:simple_2c:short:2026-06-11T04:25:00+00:00:2026-06-11T04:30:00+00:00,next_bar_open,event_created,short,2026-06-11T04:35:00+00:00,2026-06-11T04:35:00+00:00,2026-06-11T06:25:00+00:00,62527.4,63023.299999999996,62350.5,0.35672514619883755,initial_stop,98.56272402796932,-0.9978861394312142,-98.35437617209448,9856.272402796933,9757.918026624839
event_created_first_revisit,window,eth_transition,ETHUSDT,confluence:ETHUSDT:1h:pivot:high:2025-01-09T09:00:00+00:00:3327.45|m15-m5-delivery:ETHUSDT:15m:sweep_reclaim:short:ETHUSDT:1h:pivot:high:2025-01-09T09:00:00+00:00:3327.45:2025-01-09T15:45:00+00:00|ETHUSDT:5m:pivot:low:2025-01-09T21:30:00+00:00:3206.88|ETHUSDT:5m:ob:simple_2c:short:2025-01-09T21:50:00+00:00:2025-01-09T21:55:00+00:00,limit_first_revisit,event_created,short,2025-01-09T22:00:00+00:00,2025-01-09T22:05:00+00:00,2025-01-09T22:10:00+00:00,3206.68,3335.01,3203.77,0.022675913660093867,initial_target,100.0,0.012355836899998895,1.2355836899998895,10000.0,10001.23558369
event_created_first_revisit,window,eth_transition,ETHUSDT,confluence:ETHUSDT:1h:pivot:low:2025-01-12T01:00:00+00:00:3272.61|m15-m5-delivery:ETHUSDT:15m:break_retest:short:ETHUSDT:1h:pivot:low:2025-01-12T01:00:00+00:00:3272.61:2025-01-12T06:15:00+00:00:2025-01-12T06:30:00+00:00|ETHUSDT:5m:pivot:low:2025-01-12T14:25:00+00:00:3268.6|ETHUSDT:5m:ob:simple_2c:short:2025-01-12T14:50:00+00:00:2025-01-12T14:55:00+00:00,limit_first_revisit,event_created,short,2025-01-12T15:00:00+00:00,2025-01-12T15:05:00+00:00,2025-01-12T15:20:00+00:00,3268.14,3273.4900000000002,3263.7,0.8299065420560285,initial_stop,100.01235583690001,-0.9999502784989535,-100.0073830724446,10001.23558369,9901.228200617556
event_created_first_revisit,window,eth_up,ETHUSDT,confluence:ETHUSDT:1h:ob:simple_2c:long:2025-07-11T07:00:00+00:00:2025-07-11T08:00:00+00:00|m15-m5-delivery:ETHUSDT:15m:sweep_reclaim:long:ETHUSDT:1h:pivot:low:2025-07-11T11:00:00+00:00:2968.48:2025-07-11T15:00:00+00:00|ETHUSDT:5m:pivot:high:2025-07-11T15:20:00+00:00:2988.11|ETHUSDT:5m:ob:simple_2c:long:2025-07-11T15:30:00+00:00:2025-07-11T15:35:00+00:00,limit_first_revisit,event_created,long,2025-07-11T15:40:00+00:00,2025-07-11T15:45:00+00:00,2025-07-11T15:55:00+00:00,2984.34,2965.7999999999997,2995.53,0.6035598705501511,initial_stop,100.0,-0.9999604813149747,-99.99604813149747,10000.0,9900.003951868503
event_created_first_revisit,window,eth_up,ETHUSDT,confluence:ETHUSDT:15m:ob:simple_2c:long:2025-07-20T02:15:00+00:00:2025-07-20T02:30:00+00:00|m15-m5-delivery:ETHUSDT:15m:break_retest:long:ETHUSDT:1h:pivot:high:2025-07-19T04:00:00+00:00:3609.1:2025-07-20T02:30:00+00:00:2025-07-20T03:15:00+00:00|ETHUSDT:5m:pivot:high:2025-07-20T05:55:00+00:00:3653.25|ETHUSDT:5m:ob:simple_2c:long:2025-07-20T06:35:00+00:00:2025-07-20T06:40:00+00:00,limit_first_revisit,event_created,long,2025-07-20T06:45:00+00:00,2025-07-20T07:00:00+00:00,2025-07-20T07:20:00+00:00,3651.5,3607.75,3662.64,0.25462857142856854,initial_target,99.00003951868503,0.20429577178282296,20.22528947999973,9900.003951868503,9920.229241348503
event_created_first_revisit,window,eth_up,ETHUSDT,confluence:ETHUSDT:1h:pivot:high:2025-07-20T03:00:00+00:00:3695|m15-m5-delivery:ETHUSDT:15m:break_retest:long:ETHUSDT:1h:pivot:high:2025-07-20T03:00:00+00:00:3695:2025-07-20T08:30:00+00:00:2025-07-20T09:15:00+00:00|ETHUSDT:5m:pivot:high:2025-07-20T14:35:00+00:00:3752.91|ETHUSDT:5m:ob:simple_2c:long:2025-07-20T14:50:00+00:00:2025-07-20T14:55:00+00:00,limit_first_revisit,event_created,long,2025-07-20T15:00:00+00:00,2025-07-20T15:25:00+00:00,2025-07-20T15:35:00+00:00,3748.95,3694.3399999999997,3771.37,0.4105475187694565,initial_target,99.20229241348503,0.35864097764704317,35.578007136000124,9920.229241348503,9955.807248484503
event_created_first_revisit,window,btc_down_high_vol,BTCUSDT,confluence:BTCUSDT:1h:pivot:low:2026-01-25T08:00:00+00:00:88100|m15-m5-delivery:BTCUSDT:15m:break_retest:short:BTCUSDT:1h:pivot:low:2026-01-25T08:00:00+00:00:88100:2026-01-25T16:00:00+00:00:2026-01-25T16:30:00+00:00|BTCUSDT:5m:pivot:low:2026-01-25T17:10:00+00:00:87779.9|BTCUSDT:5m:ob:simple_2c:short:2026-01-25T17:25:00+00:00:2026-01-25T17:30:00+00:00,limit_first_revisit,event_created,short,2026-01-25T17:35:00+00:00,2026-01-25T17:40:00+00:00,2026-01-25T18:15:00+00:00,87807.2,88103.70000000001,87477.0,1.113659359190492,initial_target,100.0,0.7673722159999925,76.73722159999924,10000.0,10076.737221599999
event_created_first_revisit,window,eth_down_high_vol,ETHUSDT,confluence:ETHUSDT:1h:pivot:low:2026-02-01T10:00:00+00:00:2374.61|m15-m5-delivery:ETHUSDT:15m:break_retest:short:ETHUSDT:1h:pivot:low:2026-02-01T10:00:00+00:00:2374.61:2026-02-01T14:15:00+00:00:2026-02-01T14:45:00+00:00|ETHUSDT:5m:pivot:low:2026-02-01T19:55:00+00:00:2304.56|ETHUSDT:5m:ob:simple_2c:short:2026-02-01T20:20:00+00:00:2026-02-01T20:25:00+00:00,limit_first_revisit,event_created,short,2026-02-01T20:30:00+00:00,2026-02-01T20:40:00+00:00,2026-02-01T21:10:00+00:00,2320.7,2386.75,2296.16,0.37153671461014226,initial_target,100.0,0.3450389350799995,34.50389350799995,10000.0,10034.503893508
event_created_first_revisit,window,eth_down_high_vol,ETHUSDT,confluence:ETHUSDT:1h:pivot:low:2026-02-02T20:00:00+00:00:2311.2|m15-m5-delivery:ETHUSDT:15m:break_retest:short:ETHUSDT:1h:pivot:low:2026-02-02T20:00:00+00:00:2311.2:2026-02-03T09:00:00+00:00:2026-02-03T13:30:00+00:00|ETHUSDT:5m:pivot:low:2026-02-03T13:50:00+00:00:2301.86|ETHUSDT:5m:ob:double_3c:short:2026-02-03T14:05:00+00:00:2026-02-03T14:10:00+00:00:2026-02-03T14:15:00+00:00,limit_first_revisit,event_created,short,2026-02-03T14:20:00+00:00,2026-02-03T14:30:00+00:00,2026-02-03T14:35:00+00:00,2309.2,2313.8100000000004,2294.44,3.201735357917115,initial_stop,100.34503893508,0.09950329689718314,9.984662201316667,10034.503893508,10044.488555709317
event_created_first_revisit,window,btc_up,BTCUSDT,confluence:BTCUSDT:1h:pivot:high:2026-04-09T17:00:00+00:00:72541.1|m15-m5-delivery:BTCUSDT:15m:sweep_reclaim:short:BTCUSDT:1h:pivot:high:2026-04-09T17:00:00+00:00:72541.1:2026-04-09T21:00:00+00:00|BTCUSDT:5m:pivot:low:2026-04-09T20:50:00+00:00:72266.3|BTCUSDT:5m:ob:simple_2c:short:2026-04-09T21:20:00+00:00:2026-04-09T21:25:00+00:00,limit_first_revisit,event_created,short,2026-04-09T21:30:00+00:00,2026-04-09T21:40:00+00:00,2026-04-09T22:20:00+00:00,72253.0,72698.1,72075.1,0.3996854639406692,initial_stop,100.0,-0.9991953612799633,-99.91953612799634,10000.0,9900.080463872004
event_created_first_revisit,window,btc_range,BTCUSDT,confluence:BTCUSDT:1h:pivot:high:2026-06-10T15:00:00+00:00:62846.8|m15-m5-delivery:BTCUSDT:15m:sweep_reclaim:short:BTCUSDT:1h:pivot:high:2026-06-10T15:00:00+00:00:62846.8:2026-06-11T03:45:00+00:00|BTCUSDT:5m:pivot:low:2026-06-11T04:10:00+00:00:62553.2|BTCUSDT:5m:ob:simple_2c:short:2026-06-11T04:25:00+00:00:2026-06-11T04:30:00+00:00,limit_first_revisit,event_created,short,2026-06-11T04:35:00+00:00,2026-06-11T04:40:00+00:00,2026-06-11T06:05:00+00:00,62599.9,63023.299999999996,62350.5,0.5890410958904225,volume_spike,100.0,0.03927381352281849,3.9273813522818486,10000.0,10003.927381352281
event_created_first_revisit,global,eth_transition,ETHUSDT,confluence:ETHUSDT:1h:pivot:high:2025-01-09T09:00:00+00:00:3327.45|m15-m5-delivery:ETHUSDT:15m:sweep_reclaim:short:ETHUSDT:1h:pivot:high:2025-01-09T09:00:00+00:00:3327.45:2025-01-09T15:45:00+00:00|ETHUSDT:5m:pivot:low:2025-01-09T21:30:00+00:00:3206.88|ETHUSDT:5m:ob:simple_2c:short:2025-01-09T21:50:00+00:00:2025-01-09T21:55:00+00:00,limit_first_revisit,event_created,short,2025-01-09T22:00:00+00:00,2025-01-09T22:05:00+00:00,2025-01-09T22:10:00+00:00,3206.68,3335.01,3203.77,0.022675913660093867,initial_target,100.0,0.012355836899998895,1.2355836899998895,10000.0,10001.23558369
event_created_first_revisit,global,eth_transition,ETHUSDT,confluence:ETHUSDT:1h:pivot:low:2025-01-12T01:00:00+00:00:3272.61|m15-m5-delivery:ETHUSDT:15m:break_retest:short:ETHUSDT:1h:pivot:low:2025-01-12T01:00:00+00:00:3272.61:2025-01-12T06:15:00+00:00:2025-01-12T06:30:00+00:00|ETHUSDT:5m:pivot:low:2025-01-12T14:25:00+00:00:3268.6|ETHUSDT:5m:ob:simple_2c:short:2025-01-12T14:50:00+00:00:2025-01-12T14:55:00+00:00,limit_first_revisit,event_created,short,2025-01-12T15:00:00+00:00,2025-01-12T15:05:00+00:00,2025-01-12T15:20:00+00:00,3268.14,3273.4900000000002,3263.7,0.8299065420560285,initial_stop,100.01235583690001,-0.9999502784989535,-100.0073830724446,10001.23558369,9901.228200617556
event_created_first_revisit,global,eth_up,ETHUSDT,confluence:ETHUSDT:1h:ob:simple_2c:long:2025-07-11T07:00:00+00:00:2025-07-11T08:00:00+00:00|m15-m5-delivery:ETHUSDT:15m:sweep_reclaim:long:ETHUSDT:1h:pivot:low:2025-07-11T11:00:00+00:00:2968.48:2025-07-11T15:00:00+00:00|ETHUSDT:5m:pivot:high:2025-07-11T15:20:00+00:00:2988.11|ETHUSDT:5m:ob:simple_2c:long:2025-07-11T15:30:00+00:00:2025-07-11T15:35:00+00:00,limit_first_revisit,event_created,long,2025-07-11T15:40:00+00:00,2025-07-11T15:45:00+00:00,2025-07-11T15:55:00+00:00,2984.34,2965.7999999999997,2995.53,0.6035598705501511,initial_stop,99.01228200617555,-0.9999428871716971,-99.00662713471345,9901.228200617556,9802.221573482842
event_created_first_revisit,global,eth_up,ETHUSDT,confluence:ETHUSDT:15m:ob:simple_2c:long:2025-07-20T02:15:00+00:00:2025-07-20T02:30:00+00:00|m15-m5-delivery:ETHUSDT:15m:break_retest:long:ETHUSDT:1h:pivot:high:2025-07-19T04:00:00+00:00:3609.1:2025-07-20T02:30:00+00:00:2025-07-20T03:15:00+00:00|ETHUSDT:5m:pivot:high:2025-07-20T05:55:00+00:00:3653.25|ETHUSDT:5m:ob:simple_2c:long:2025-07-20T06:35:00+00:00:2025-07-20T06:40:00+00:00,limit_first_revisit,event_created,long,2025-07-20T06:45:00+00:00,2025-07-20T07:00:00+00:00,2025-07-20T07:20:00+00:00,3651.5,3607.75,3662.64,0.25462857142856854,initial_target,98.02221573482842,0.20426052112680068,20.022068867999735,9802.221573482842,9822.243642350842
event_created_first_revisit,global,eth_up,ETHUSDT,confluence:ETHUSDT:1h:pivot:high:2025-07-20T03:00:00+00:00:3695|m15-m5-delivery:ETHUSDT:15m:break_retest:long:ETHUSDT:1h:pivot:high:2025-07-20T03:00:00+00:00:3695:2025-07-20T08:30:00+00:00:2025-07-20T09:15:00+00:00|ETHUSDT:5m:pivot:high:2025-07-20T14:35:00+00:00:3752.91|ETHUSDT:5m:ob:simple_2c:long:2025-07-20T14:50:00+00:00:2025-07-20T14:55:00+00:00,limit_first_revisit,event_created,long,2025-07-20T15:00:00+00:00,2025-07-20T15:25:00+00:00,2025-07-20T15:35:00+00:00,3748.95,3694.3399999999997,3771.37,0.4105475187694565,initial_target,98.22243642350843,0.3585986817933385,35.22243622400012,9822.243642350842,9857.466078574842
event_created_first_revisit,global,btc_down_high_vol,BTCUSDT,confluence:BTCUSDT:1h:pivot:low:2026-01-25T08:00:00+00:00:88100|m15-m5-delivery:BTCUSDT:15m:break_retest:short:BTCUSDT:1h:pivot:low:2026-01-25T08:00:00+00:00:88100:2026-01-25T16:00:00+00:00:2026-01-25T16:30:00+00:00|BTCUSDT:5m:pivot:low:2026-01-25T17:10:00+00:00:87779.9|BTCUSDT:5m:ob:simple_2c:short:2026-01-25T17:25:00+00:00:2026-01-25T17:30:00+00:00,limit_first_revisit,event_created,short,2026-01-25T17:35:00+00:00,2026-01-25T17:40:00+00:00,2026-01-25T18:15:00+00:00,87807.2,88103.70000000001,87477.0,1.113659359190492,initial_target,98.57466078574842,0.7664915948756982,75.55664895999925,9857.466078574842,9933.02272753484
event_created_first_revisit,global,eth_down_high_vol,ETHUSDT,confluence:ETHUSDT:1h:pivot:low:2026-02-01T10:00:00+00:00:2374.61|m15-m5-delivery:ETHUSDT:15m:break_retest:short:ETHUSDT:1h:pivot:low:2026-02-01T10:00:00+00:00:2374.61:2026-02-01T14:15:00+00:00:2026-02-01T14:45:00+00:00|ETHUSDT:5m:pivot:low:2026-02-01T19:55:00+00:00:2304.56|ETHUSDT:5m:ob:simple_2c:short:2026-02-01T20:20:00+00:00:2026-02-01T20:25:00+00:00,limit_first_revisit,event_created,short,2026-02-01T20:30:00+00:00,2026-02-01T20:40:00+00:00,2026-02-01T21:10:00+00:00,2320.7,2386.75,2296.16,0.37153671461014226,initial_target,99.3302272753484,0.3449879071856755,34.26772722799995,9933.02272753484,9967.29045476284
event_created_first_revisit,global,eth_down_high_vol,ETHUSDT,confluence:ETHUSDT:1h:pivot:low:2026-02-02T20:00:00+00:00:2311.2|m15-m5-delivery:ETHUSDT:15m:break_retest:short:ETHUSDT:1h:pivot:low:2026-02-02T20:00:00+00:00:2311.2:2026-02-03T09:00:00+00:00:2026-02-03T13:30:00+00:00|ETHUSDT:5m:pivot:low:2026-02-03T13:50:00+00:00:2301.86|ETHUSDT:5m:ob:double_3c:short:2026-02-03T14:05:00+00:00:2026-02-03T14:10:00+00:00:2026-02-03T14:15:00+00:00,limit_first_revisit,event_created,short,2026-02-03T14:20:00+00:00,2026-02-03T14:30:00+00:00,2026-02-03T14:35:00+00:00,2309.2,2313.8100000000004,2294.44,3.201735357917115,initial_stop,99.6729045476284,0.09950387870077,9.917840603860643,9967.29045476284,9977.208295366701
event_created_first_revisit,global,btc_up,BTCUSDT,confluence:BTCUSDT:1h:pivot:high:2026-04-09T17:00:00+00:00:72541.1|m15-m5-delivery:BTCUSDT:15m:sweep_reclaim:short:BTCUSDT:1h:pivot:high:2026-04-09T17:00:00+00:00:72541.1:2026-04-09T21:00:00+00:00|BTCUSDT:5m:pivot:low:2026-04-09T20:50:00+00:00:72266.3|BTCUSDT:5m:ob:simple_2c:short:2026-04-09T21:20:00+00:00:2026-04-09T21:25:00+00:00,limit_first_revisit,event_created,short,2026-04-09T21:30:00+00:00,2026-04-09T21:40:00+00:00,2026-04-09T22:20:00+00:00,72253.0,72698.1,72075.1,0.3996854639406692,initial_stop,99.77208295366701,-0.9962888954657324,-99.40181832422434,9977.208295366701,9877.806477042477
event_created_first_revisit,global,btc_range,BTCUSDT,confluence:BTCUSDT:1h:pivot:high:2026-06-10T15:00:00+00:00:62846.8|m15-m5-delivery:BTCUSDT:15m:sweep_reclaim:short:BTCUSDT:1h:pivot:high:2026-06-10T15:00:00+00:00:62846.8:2026-06-11T03:45:00+00:00|BTCUSDT:5m:pivot:low:2026-06-11T04:10:00+00:00:62553.2|BTCUSDT:5m:ob:simple_2c:short:2026-06-11T04:25:00+00:00:2026-06-11T04:30:00+00:00,limit_first_revisit,event_created,short,2026-06-11T04:35:00+00:00,2026-06-11T04:40:00+00:00,2026-06-11T06:05:00+00:00,62599.9,63023.299999999996,62350.5,0.5890410958904225,volume_spike,98.77806477042478,0.039371751670663,3.8890654366498296,9877.806477042477,9881.695542479127
